session.timestamp[s],session.start_time,session.start_position_lat[semicircles],session.start_position_long[semicircles],session.total_elapsed_time[s],session.total_timer_time[s],session.total_distance[m],session.nec_lat[semicircles],session.nec_long[semicircles],session.swc_lat[semicircles],session.swc_long[semicircles],session.message_index,session.total_calories[kcal],session.avg_speed[m/s],session.max_speed[m/s],session.total_ascent[m],session.total_descent[m],session.first_lap_index,session.num_laps,session.event,session.event_type,session.sport,session.sub_sport,session.trigger,session.enhanced_avg_speed[m/s],session.enhanced_max_speed[m/s],
"1087935717","1087933023","714954717","361878725","2691.625","2691.625","10628.7","714984482","361956508","714816735","361148198","0","300","3.949","10.47","127","150","0","1","9","1","2","0","0","3.949","10.47",
