Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,
Data,7,session,timestamp,"1087935717",s,start_time,"1087933023",,start_position_lat,"714954717",semicircles,start_position_long,"361878725",semicircles,total_elapsed_time,"2691.625",s,total_timer_time,"2691.625",s,total_distance,"10628.7",m,nec_lat,"714984482",semicircles,nec_long,"361956508",semicircles,swc_lat,"714816735",semicircles,swc_long,"361148198",semicircles,message_index,"0",,total_calories,"300",kcal,avg_speed,"3.949",m/s,max_speed,"10.47",m/s,total_ascent,"127",m,total_descent,"150",m,first_lap_index,"0",,num_laps,"1",,event,"9",,event_type,"1",,sport,"2",,sub_sport,"0",,trigger,"0",,enhanced_avg_speed,"3.949",m/s,enhanced_max_speed,"10.47",m/s,
